ref,name,postcode,management,pupils_total_2022_23,religion_protestant_2022_23,religion_catholic_2022_23,religion_other_2022_23,religion_protestant_est_low_2022_23,religion_catholic_est_low_2022_23,religion_other_est_low_2022_23,religion_protestant_est_mid_2022_23,religion_catholic_est_mid_2022_23,religion_other_est_mid_2022_23,religion_protestant_est_high_2022_23,religion_catholic_est_high_2022_23,religion_other_est_high_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
501-1594,Abercorn Primary School ,BT323HR,Controlled,330,190,11,129,190,11,129,190,11,129,190,11,129,BT323HR,54.344856,-6.273866,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,181.6590212458495,190,11,129
501-1596,Gilford Primary School ,BT636HH,Controlled,95,33,10,52,33,10,52,33,10,52,33,10,52,BT636HH,54.374592,-6.358616,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,97.46794344808963,33,10,52
501-1598,Waringstown Primary School ,BT667QH,Controlled,425,269,18,138,269,18,138,269,18,138,269,18,138,BT667QH,54.435168,-6.300278,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,206.15528128088303,269,18,138
501-1602,Bleary Primary School ,BT668TD,Controlled,170,114,19,37,114,19,37,114,19,37,114,19,37,BT668TD,54.425225,-6.34123,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,130.3840481,114,19,37
501-1611,Iveagh Primary School ,BT345NH,Controlled,284,197,12,75,197,12,75,197,12,75,197,12,75,BT345NH,54.239189,-6.155873,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,168.5229954635272,197,12,75
501-1617,Ballydown Primary School ,BT324JN,Controlled,338,221,20,97,221,20,97,221,20,97,221,20,97,BT324JN,54.353995,-6.242227,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,183.84776310850236,221,20,97
501-1649,Kilkeel Primary School ,BT344AT,Controlled,527,390,14,123,390,14,123,390,14,123,390,14,123,BT344AT,54.061128,-6.001778,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,229.56480566497993,390,14,123
501-1651,Milltown Primary School ,BT324NR,Controlled,53,29,0,24,29,0,24,29,0,24,29,0,24,BT324NR,54.37512,-6.289895,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,72.80109889280519,29,0,24
501-1664,Scarva Primary School ,BT636NS,Controlled,61,54,0,7,54,0,7,54,0,7,54,0,7,BT636NS,54.329048,-6.361891,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,78.10249675906654,54,0,7
501-1684,Annalong Primary School ,BT344TH,Controlled,198,143,13,42,143,13,42,143,13,42,143,13,42,BT344TH,54.107157,-5.901271,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,140.71247279470288,143,13,42
501-1687,Maralin Village Primary School ,BT670QZ,Controlled,260,158,8,94,158,8,94,158,8,94,158,8,94,BT670QZ,54.464659,-6.252662,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,161.24515496597098,158,8,94
501-2280,Moneymore Primary School ,BT457QT,Controlled,244,203,*,#,203,0,37,203,2,39,203,4,41,BT457QT,54.695445,-6.667649,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,156.20499351813308,203,0-4,37-41
501-2538,Churchill Primary School ,BT684UY,Controlled,106,97,0,9,97,0,9,97,0,9,97,0,9,BT684UY,54.36203,-6.832383,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,102.95630140987001,97,0,9
501-2615,Ballytrea Primary School ,BT715NY,Controlled,51,36,0,15,36,0,15,36,0,15,36,0,15,BT715NY,54.607676,-6.645322,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,71.41428428542851,36,0,15
501-2621,Aughnacloy Primary School ,BT696DU,Controlled,165,156,0,9,156,0,9,156,0,9,156,0,9,BT696DU,54.418131,-6.968014,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,128.4523257866513,156,0,9
501-2632,Donaghmore Primary School ,BT703EZ,Controlled,70,59,0,11,59,0,11,59,0,11,59,0,11,BT703EZ,54.531094,-6.812546,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,83.66600265340756,59,0,11
501-2635,Augher Central Primary School ,BT770BE,Controlled,79,49,*,#,49,0,26,49,2,28,49,4,30,BT770BE,54.43226,-7.137212,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,88.88194417315589,49,0-4,26-30
501-2636,Moy Regional Primary School ,BT717SN,Controlled,80,45,*,#,45,0,31,45,2,33,45,4,35,BT717SN,54.448949,-6.698685,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,89.44271909999159,45,0-4,31-35
501-2643,Stewartstown Primary School ,BT715HY,Controlled,49,39,*,#,39,0,6,39,2,8,39,4,10,BT715HY,54.575386,-6.676813,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,70,39,0-4,06-Oct
501-2646,Howard Primary School ,BT717QR,Controlled,325,210,31,84,210,31,84,210,31,84,210,31,84,BT717QR,54.487834,-6.748219,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180.27756377319946,210,31,84
501-2649,Coagh Primary School ,BT800DW,Controlled,115,104,0,11,104,0,11,104,0,11,104,0,11,BT800DW,54.64696,-6.619632,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,107.23805294763608,104,0,11
501-2657,Walker Memorial Primary School ,BT703DQ,Controlled,69,37,*,#,37,0,28,37,2,30,37,4,32,BT703DQ,54.508296,-6.838713,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,83.06623862918075,37,0-4,28-32
501-2696,Carntall Primary School ,BT760UY,Controlled,96,88,0,8,88,0,8,88,0,8,88,0,8,BT760UY,54.422115,-7.220108,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,97.97958971132712,88,0,8
501-2719,Newmills Primary School ,BT714DX,Controlled,111,88,*,#,88,0,19,88,2,21,88,4,23,BT714DX,54.550052,-6.739993,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,105.35653752852738,88,0-4,19-23
501-2720,Dungannon Primary School ,BT716BE,Controlled,317,25,193,99,25,193,99,25,193,99,25,193,99,BT716BE,54.50699,-6.764152,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,178.04493814764857,25,193,99
501-2726,Cookstown Primary School ,BT808PF,Controlled,484,264,47,173,264,47,173,264,47,173,264,47,173,BT808PF,54.643381,-6.741274,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,220,264,47,173
501-3019,Edenderry Primary School ,BT324AF,Controlled,412,238,29,145,238,29,145,238,29,145,238,29,145,BT324AF,54.354997,-6.268626,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,202.9778313018444,238,29,145
501-3702,Woods Primary School ,BT456HX,Controlled,190,158,8,24,158,8,24,158,8,24,158,8,24,BT456HX,54.720014,-6.546365,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,137.84048752090223,158,8,24
501-6007,Millington Primary School ,BT623HQ,Controlled,630,340,108,182,340,108,182,340,108,182,340,108,182,BT623HQ,54.419051,-6.450631,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,250.99800796022265,340,108,182
501-6027,Drumhillery Primary School ,BT603QB,Controlled,63,#,0,*,59,0,0,61,0,2,63,0,4,BT603QB,54.26998,-6.78791,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,79.37253933193772,59-63,0,0-4
501-6065,Dickson Primary School ,BT668LJ,Controlled,229,93,19,117,93,19,117,93,19,117,93,19,117,BT668LJ,54.451997,-6.333918,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.32745950421557,93,19,117
501-6078,Poyntzpass Primary School ,BT356SL,Controlled,150,111,5,34,111,5,34,111,5,34,111,5,34,BT356SL,54.295921,-6.373774,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.4744871391589,111,5,34
501-6079,The Cope Primary School ,BT618HY,Controlled,103,68,0,35,68,0,35,68,0,35,68,0,35,BT618HY,54.407689,-6.611158,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,101.4889156509222,68,0,35
501-6080,Drumgor Primary School ,BT655BP,Controlled,306,79,117,110,79,117,110,79,117,110,79,117,110,BT655BP,54.446059,-6.376862,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,174.9285568,79,117,110
501-6088,Fivemiletown Primary School & Nursery Unit,BT750QP,Controlled,213,160,21,32,160,21,32,160,21,32,160,21,32,BT750QP,54.379165,-7.308689,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.94519519326423,160,21,32
501-6098,Brackenagh West Primary School ,BT344QB,Controlled,146,131,0,15,131,0,15,131,0,15,131,0,15,BT344QB,54.098937,-5.974795,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,120.83045973594572,131,0,15
501-6117,Ballyoran Primary School ,BT621JY,Controlled,277,6,201,70,6,201,70,6,201,70,6,201,70,BT621JY,54.432812,-6.4525,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,166.43316977093238,6,201,70
501-6138,Bocombra Primary School ,BT635SG,Controlled,363,197,24,142,197,24,142,197,24,142,197,24,142,BT635SG,54.430348,-6.408104,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,190.5255888325765,197,24,142
501-6141,Churchtown Primary School ,BT809XA,Controlled,50,43,0,7,43,0,7,43,0,7,43,0,7,BT809XA,54.685318,-6.743124,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,70.71067811865476,43,0,7
501-6178,Donacloney Primary School ,BT667LP,Controlled,231,168,*,#,168,0,59,168,2,61,168,4,63,BT667LP,54.419887,-6.258188,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.98684153570665,168,0-4,59-63
501-6179,Hamiltonsbawn Primary School ,BT619SA,Controlled,138,101,*,#,101,0,33,101,2,35,101,4,37,BT619SA,54.343988,-6.543893,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,117.4734012447073,101,0-4,33-37
501-6200,"Queen Elizabeth II Primary School, Pomeroy",BT702RW,Controlled,41,#,0,*,37,0,0,39,0,2,41,0,4,BT702RW,54.599411,-6.913408,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,64.03124237432849,37-41,0,0-4
501-6221,Orritor Primary School ,BT809NE,Controlled,219,179,0,40,179,0,40,179,0,40,179,0,40,BT809NE,54.658738,-6.822043,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,147.9864858694874,179,0,40
501-6224,Donaghey Primary School ,BT714DA,Controlled,102,78,*,#,78,0,20,78,2,22,78,4,24,BT714DA,54.585548,-6.746043,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,100.99504938362077,78,0-4,20-24
501-6391,Bush Primary School ,BT716QU,Controlled,209,120,50,39,120,50,39,120,50,39,120,50,39,BT716QU,54.519223,-6.727445,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,144.5683229480096,120,50,39
501-6436,Markethill Primary School ,BT601RQ,Controlled,310,226,21,63,226,21,63,226,21,63,226,21,63,BT601RQ,54.290793,-6.519739,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,176.0681686165901,226,21,63
501-6451,Windsor Hill Primary School ,BT341DY,Controlled,209,65,43,101,65,43,101,65,43,101,65,43,101,BT341DY,54.180579,-6.332108,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,144.5683229480096,65,43,101
501-6543,Moyallon Primary School ,BT635JY,Controlled,203,145,*,#,145,0,54,145,2,56,145,4,58,BT635JY,54.399498,-6.38865,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,142.47806848775008,145,0-4,54-58
501-6599,Fair Hill Primary School ,BT252PJ,Controlled,265,219,8,38,219,8,38,219,8,38,219,8,38,BT252PJ,54.379512,-6.083477,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,162.78820596099706,219,8,38
501-6612,Bronte Primary School ,BT325BL,Controlled,187,135,10,42,135,10,42,135,10,42,135,10,42,BT325BL,54.264082,-6.239072,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,136.74794331177344,135,10,42
501-6616,Drumadonnell Primary School ,BT325EY,Controlled,222,187,*,#,187,0,31,187,2,33,187,4,35,BT325EY,54.283604,-6.095336,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,148.9966442575134,187,0-4,31-35
501-6643,Richmond Primary School ,BT702EZ,Controlled,112,94,*,#,94,0,14,94,2,16,94,4,18,BT702EZ,54.465845,-7.041288,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,105.83005244258362,94,0-4,14-18
501-6658,Orchard County Primary School,BT621NH,Controlled,171,142,*,#,142,0,25,142,2,27,142,4,29,BT621NH,54.465232,-6.612664,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,130.7669683062202,142,0-4,25-29
501-6680,Killyman Primary School ,BT716RL,Controlled,188,145,6,37,145,6,37,145,6,37,145,6,37,BT716RL,54.489921,-6.700763,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,137.11309200802089,145,6,37
503-0958,"St John's Eglish Primary School, Annaghmore",BT621NL,Roman Catholic Maintained,83,0,83,0,0,83,0,0,83,0,0,83,0,BT621NL,54.458813,-6.564615,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,91.10433579144299,0,83,0
503-0972,St Oliver Plunkett's Primary School ,BT359SN,Roman Catholic Maintained,140,*,133,#,0,133,3,2,133,5,4,133,7,BT359SN,54.082521,-6.452746,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,118.32159566199232,0-4,133,03-Jul
503-0975,St Malachy's Primary School ,BT602LA,Roman Catholic Maintained,76,*,#,*,0,68,0,2,72,2,4,76,4,BT602LA,54.216897,-6.518383,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,87.17797887081348,0-4,68-76,0-4
503-1070,St Michael's Primary School ,BT350PB,Roman Catholic Maintained,77,0,50,27,0,50,27,0,50,27,0,50,27,BT350PB,54.18973,-6.575995,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,87.74964387392123,0,50,27
503-1080,Clintyclay Primary School ,BT716HX,Roman Catholic Maintained,90,0,73,17,0,73,17,0,73,17,0,73,17,BT716HX,54.478881,-6.640466,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,94.86832980505139,0,73,17
503-1086,Clonalig Primary School ,BT359JE,Roman Catholic Maintained,173,0,#,*,0,169,0,0,171,2,0,173,4,BT359JE,54.057183,-6.626516,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,131.52946437965906,0,169-173,0-4
503-1088,Dromintee Primary School ,BT358TD,Roman Catholic Maintained,163,0,#,*,0,159,0,0,161,2,0,163,4,BT358TD,54.088459,-6.41878,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,127.67145334803703,0,159-163,0-4
503-1103,Tannaghmore Primary School ,BT679DY,Roman Catholic Maintained,622,*,615,#,0,615,3,2,615,5,4,615,7,BT679DY,54.474816,-6.33245,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,249.39927826679852,0-4,615,03-Jul
503-1107,St Teresa's Primary School ,BT602UF,Roman Catholic Maintained,54,0,#,*,0,50,0,0,52,2,0,54,4,BT602UF,54.240271,-6.474888,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,73.48469228349535,0,50-54,0-4
503-1108,Clea Primary School ,BT603QX,Roman Catholic Maintained,120,0,120,0,0,120,0,0,120,0,0,120,0,BT603QX,54.227251,-6.712663,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,109.54451150103323,0,120,0
503-1110,Christian Brothers' Primary School ,BT604AB,Roman Catholic Maintained,558,0,551,7,0,551,7,0,551,7,0,551,7,BT604AB,54.342137,-6.660192,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,236.2202362203543,0,551,7
503-1126,Mount St Catherine's Primary School ,BT604BR,Roman Catholic Maintained,180,*,91,#,0,91,85,2,91,87,4,91,89,BT604BR,54.34772,-6.661287,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,134.1640786499874,0-4,91,85-89
503-1130,"St.Moninna's Primary School, Cloughoge",BT358NG,Roman Catholic Maintained,461,*,448,#,0,448,9,2,448,11,4,448,13,BT358NG,54.161846,-6.356272,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,214.7091055358389,0-4,448,Sep-13
503-1133,St Malachy's Primary School ,BT617EG,Roman Catholic Maintained,200,*,186,#,0,186,10,2,186,12,4,186,14,BT617EG,54.346384,-6.655871,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,141.4213562373095,0-4,186,Oct-14
503-1135,St Oliver's Primary School (Carrickrovaddy),BT350QJ,Roman Catholic Maintained,54,0,54,0,0,54,0,0,54,0,0,54,0,BT350QJ,54.149697,-6.546116,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,73.48469228349535,0,54,0
503-1138,St Joseph's Primary School ,BT603LR,Roman Catholic Maintained,181,0,181,0,0,181,0,0,181,0,0,181,0,BT603LR,54.286748,-6.740967,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,134.53624047073708,0,181,0
503-1148,St Patrick's Primary School ,BT359JL,Roman Catholic Maintained,504,0,504,0,0,504,0,0,504,0,0,504,0,BT359JL,54.079347,-6.609206,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,224.4994432064365,0,504,0
503-1154,Killean Primary School ,BT358RX,Roman Catholic Maintained,127,0,127,0,0,127,0,0,127,0,0,127,0,BT358RX,54.116605,-6.34046,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,112.69427669584644,0,127,0
503-1158,St Patrick's Primary School ,BT356EX,Roman Catholic Maintained,457,5,432,20,5,432,20,5,432,20,5,432,20,BT356EX,54.185338,-6.34817,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,213.7755832643195,5,432,20
503-1160,St Teresa's Primary School ,BT679LQ,Roman Catholic Maintained,187,*,181,#,0,181,2,2,181,4,4,181,6,BT679LQ,54.482574,-6.321087,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,136.74794331177344,0-4,181,02-Jun
503-1163,St Brigid's Primary School ,BT359DY,Roman Catholic Maintained,201,0,#,*,0,197,0,0,199,2,0,201,4,BT359DY,54.072087,-6.536486,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,141.77446878757826,0,197-201,0-4
503-1164,St Mary's Primary School ,BT716PA,Roman Catholic Maintained,54,0,#,*,0,50,0,0,52,2,0,54,4,BT716PA,54.510463,-6.572161,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,73.48469228349535,0,50-54,0-4
503-1166,St Michael's Primary School ,BT602EP,Roman Catholic Maintained,73,0,#,*,0,69,0,0,71,2,0,73,4,BT602EP,54.257872,-6.564915,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,85.44003745317531,0,69-73,0-4
503-1168,St Patrick's Primary School ,BT666LG,Roman Catholic Maintained,215,*,#,*,0,207,0,2,211,2,4,215,4,BT666LG,54.469752,-6.38629,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,146.6287829861518,0-4,207-215,0-4
503-1169,"St Brigid's Primary School, Drumilly",BT357QL,Roman Catholic Maintained,121,0,121,0,0,121,0,0,121,0,0,121,0,BT357QL,54.188883,-6.452039,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,110,0,121,0
503-1172,St Mary's Primary School ,BT602NJ,Roman Catholic Maintained,216,0,216,0,0,216,0,0,216,0,0,216,0,BT602NJ,54.252678,-6.65194,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,146.9693845669907,0,216,0
503-1176,St Peter's Primary School ,BT357DN,Roman Catholic Maintained,366,0,359,7,0,359,7,0,359,7,0,359,7,BT357DN,54.19401,-6.386758,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,191.3112646970899,0,359,7
503-1183,St Patrick's Primary School ,BT617NN,Roman Catholic Maintained,429,5,398,26,5,398,26,5,398,26,5,398,26,BT617NN,54.361943,-6.657378,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,207.1231517720798,5,398,26
503-1184,St Anthony's Primary School ,BT655BL,Roman Catholic Maintained,684,9,634,41,9,634,41,9,634,41,9,634,41,BT655BL,54.450753,-6.368505,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,261.5339366124404,9,634,41
503-1188,St Joseph's Primary School ,BT358LA,Roman Catholic Maintained,197,0,192,5,0,192,5,0,192,5,0,192,5,BT358LA,54.13816,-6.389405,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140.3566885,0,192,5
503-1318,Killowen Primary School ,BT343AE,Roman Catholic Maintained,41,*,33,#,0,33,4,2,33,6,4,33,8,BT343AE,54.073538,-6.155954,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,64.03124237432849,0-4,33,04-Aug
503-1340,St Joseph's Convent Primary School ,BT356AN,Roman Catholic Maintained,494,*,426,#,0,426,64,2,426,66,4,426,68,BT356AN,54.178202,-6.339525,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,222.2611077089287,0-4,426,64-68
503-1558,Ballyholland Primary School ,BT342ND,Roman Catholic Maintained,198,*,#,*,0,190,0,2,194,2,4,198,4,BT342ND,54.154125,-6.29348,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140.71247279470288,0-4,190-198,0-4
503-1589,Grange Primary School ,BT344LL,Roman Catholic Maintained,109,0,#,*,0,105,0,0,107,2,0,109,4,BT344LL,54.039803,-6.056462,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,104.40306508910551,0,105-109,0-4
503-1609,Carrick Primary School ,BT343QA,Roman Catholic Maintained,388,0,381,7,0,381,7,0,381,7,0,381,7,BT343QA,54.133375,-6.25746,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,196.97715603592206,0,381,7
503-1653,St Matthew's Primary School Magheramayo,BT319AZ,Roman Catholic Maintained,93,0,93,0,0,93,0,0,93,0,0,93,0,BT319AZ,54.268963,-6.00888,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,96.43650760992955,0,93,0
503-1667,St Patrick's Primary School ,BT670QU,Roman Catholic Maintained,120,0,120,0,0,120,0,0,120,0,0,120,0,BT670QU,54.467283,-6.277136,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,109.54451150103323,0,120,0
503-1669,St John's Primary School ,BT636HH,Roman Catholic Maintained,133,0,127,6,0,127,6,0,127,6,0,127,6,BT636HH,54.374592,-6.358616,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,115.32562594670796,0,127,6
503-1694,Holy Cross Primary School ,BT344HT,Roman Catholic Maintained,103,*,#,*,0,95,0,2,99,2,4,103,4,BT344HT,54.111795,-6.03823,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.4889156509222,0-4,95-103,0-4
503-1695,St Mary's Primary School ,BT341SX,Roman Catholic Maintained,158,0,149,9,0,149,9,0,149,9,0,149,9,BT341SX,54.231618,-6.339574,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,125.69805089976535,0,149,9
503-1697,St Patrick's Primary School ,BT342EX,Roman Catholic Maintained,348,*,332,#,0,332,12,2,332,14,4,332,16,BT342EX,54.172562,-6.236087,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,186.54758106177633,0-4,332,Dec-16
503-2208,Ballylifford Primary School ,BT800AY,Roman Catholic Maintained,78,0,78,0,0,78,0,0,78,0,0,78,0,BT800AY,54.669682,-6.547529,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.31760866327848,0,78,0
503-2262,Lissan Primary School ,BT809XE,Roman Catholic Maintained,122,0,#,*,0,118,0,0,120,2,0,122,4,BT809XE,54.688843,-6.755607,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,110.45361017187261,0,118-122,0-4
503-2306,St Malachy's Primary School  Glencull,BT702DB,Roman Catholic Maintained,107,0,107,0,0,107,0,0,107,0,0,107,0,BT702DB,54.477604,-7.068781,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,103.44080432788601,0,107,0
503-2387,Derrylatinee Primary School ,BT701PS,Roman Catholic Maintained,99,0,#,*,0,95,0,0,97,2,0,99,4,BT701PS,54.450426,-6.84954,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,99.49874371,0,95-99,0-4
503-2463,Blessed Patrick O'loughran Primary School ,BT703NQ,Roman Catholic Maintained,105,0,105,0,0,105,0,0,105,0,0,105,0,BT703NQ,54.506638,-6.829883,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,102.46950765959598,0,105,0
503-2558,Laghey Primary School ,BT716RJ,Roman Catholic Maintained,103,*,94,#,0,94,5,2,94,7,4,94,9,BT716RJ,54.493223,-6.688759,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.4889156509222,0-4,94,05-Sep
503-2585,Edendork Primary School ,BT714DP,Roman Catholic Maintained,287,0,280,7,0,280,7,0,280,7,0,280,7,BT714DP,54.529539,-6.738864,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,169.41074346097417,0,280,7
