ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
401-6111,Towerview Primary School ,Controlled,456.0,BT196AZ,54.662489,-5.621875,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,213.5415650406262,232,8,216
401-6144,Old Warren Primary School ,Controlled,155.0,BT281QP,54.502595,-6.059131,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,124.49899597988733,86,15,54
401-6192,Kilmaine Primary School ,Controlled,662.0,BT196EF,54.654145,-5.631661,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,257.29360660537213,208,15,439
401-6202,Ballinderry Primary School ,Controlled,277.0,BT282BF,54.548012,-6.255343,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,166.43316977093238,163,23,91
401-6396,Killinchy Primary School ,Controlled,331.0,BT236PN,54.471712,-5.675311,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,181.9340539866025,208,9,114
401-6401,Pond Park Primary School ,Controlled,625.0,BT283BF,54.525469,-6.067453,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,250.0,333,70,222
401-6430,Ballymagee Primary School ,Controlled,417.0,BT196ZG,54.64445,-5.637199,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,204.20577856662135,202,27,188
401-6441,Ballymacash Primary School ,Controlled,458.0,BT282EE,54.519768,-6.086365,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,214.00934559032692,220,21,217
401-6636,Meadow Bridge Primary School ,Controlled,296.0,BT266JR,54.473119,-6.146935,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,172.04650534085255,201,10,85
401-6649,Downshire Primary School Hillsborough,Controlled,646.0,BT266AR,54.464066,-6.079264,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,254.1653005427767,344,77,225
401-6650,Cumran Primary School ,Controlled,209.0,BT308RB,54.290849,-5.8387,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,144.5683229480096,138,20,51
405-1680,Bangor Central Integrated Primary School ,Controlled Integrated,496.0,BT204TF,54.657316,-5.663062,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,222.71057451320087,205,58,233
405-3308,Fort Hill Integrated Primary School ,Controlled Integrated,231.0,BT274TJ,54.514623,-6.031767,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,151.98684153570665,97,54,80
405-6710,Loughries Integrated Primary School ,Controlled Integrated,89.0,BT238SR,54.57981,-5.64334,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,94.33981132056604,49,5,35
406-6579,Lough View Integrated Primary & Nursery School,Grant Maintained Integrated,469.0,BT69SA,54.569028,-5.875698,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,216.56407827707716,163,177,129
406-6668,Drumlins Integrated Primary School ,Grant Maintained Integrated,212.0,BT248EU,54.402701,-5.891038,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,145.60219778561037,78,73,61
501-1575,Dromore Central Primary School ,Controlled,727.0,BT251DG,54.414912,-6.14263,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,269.62937525425525,478,41,208
501-1598,Waringstown Primary School ,Controlled,425.0,BT667QH,54.435168,-6.300278,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,206.15528128088303,269,18,138
501-3019,Edenderry Primary School ,Controlled,412.0,BT324AF,54.354997,-6.268626,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,202.9778313018444,238,29,145
501-6088,Fivemiletown Primary School & Nursery Unit,Controlled,213.0,BT750QP,54.379165,-7.308689,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.94519519326423,160,21,32
501-6200,"Queen Elizabeth II Primary School, Pomeroy",Controlled,41.0,BT702RW,54.599411,-6.913408,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,64.03124237432849,37-41,0,0-4
501-6643,Richmond Primary School ,Controlled,112.0,BT702EZ,54.465845,-7.041288,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,105.83005244258362,94,0-4,14-18
